Sir,sir,s
Hugh,hugh,
",",",",s
persuade,persuade,s,topic_46,0,freq3,0,ig1,0,sal2,0
me,me,s
not,not,
;,;,s
I,i,s
will,will,s
make,make,s,topic_48,0,freq2,0,ig5,0,sal5,0
a,a,s
"Star-
	chamber",starchamber,s,topic_42,0,freq5,0,ig3,0,sal5,0
matter,matter,s,topic_42,0,freq1,0,ig5,0,sal4,0
of,of,s
it,it,
:,:,s
if,if,s
he,he,s
were,were,s
twenty,twenty,s,topic_18,0,freq3,0,ig5,0,sal4,0
Sir,sir,s
John,john,n
Falstaffs,falstaffs,,topic_42,0,freq5,0,ig3,0,sal5,0
",",",",s
he,he,s
shall,shall,s
not,not,s
abuse,abuse,s,topic_46,0,freq3,0,ig1,0,sal2,0
Robert,robert,s
Shallow,shallow,
",",",",s
esquire,esquire,,topic_42,0,freq4,0,ig5,0,sal3,0
.,.,n
In,in,s
the,the,s
county,county,s,topic_0,0,freq4,0,ig5,0,sal5,0
of,of,s
Gloucester,gloucester,
",",",",s
justice,justice,s
of,of,s
peace,peace,s,topic_42,0,freq2,0,ig5,0,sal5,0
and,and,n
',',
Coram,coram,,topic_2,0,freq5,0,ig4,0,sal5,0
.,.,
',',n
Ay,ay,,topic_42,0,freq1,0,ig5,0,sal4,0
",",",",s
cousin,cousin,s
Slender,slender,
",",",",s
and,and,s
',',
Custalourum,custalourum,,topic_15,0,freq5,0,ig4,0,sal5,0
.,.,n
Ay,ay,,topic_42,0,freq1,0,ig5,0,sal4,0
",",",",s
and,and,s
',',
Rato-lorum,rato-lorum,,topic_0,0,freq5,0,ig4,0,sal5,0
',',s
too,too,
;,;,s
and,and,s
a,a,s
gentleman,gentleman,s
born,born,,topic_44,0,freq2,0,ig5,0,sal3,0
",",",",n
master,master,s
parson,parson,,topic_42,0,freq2,0,ig1,0,sal1,0
;,;,s
who,who,s
writes,writes,s,topic_42,0,freq4,0,ig5,0,sal5,0
himself,himself,s
',',
Armigero,armigero,,topic_42,0,freq5,0,ig2,0,sal4,0
",",",",
',',s
in,in,s
any,any,n
bill,bill,,topic_49,0,freq5,0,ig5,0,sal5,0
",",",",s
warrant,warrant,,topic_18,0,freq3,0,ig5,0,sal5,0
",",",",s
quittance,quittance,,topic_15,0,freq4,0,ig5,0,sal5,0
",",",",s
or,or,s
obligation,obligation,,topic_37,0,freq5,0,ig5,0,sal4,0
",",",",s
',',
Armigero,armigero,,topic_42,0,freq5,0,ig2,0,sal4,0
.,.,
',',n
Ay,ay,,topic_42,0,freq1,0,ig5,0,sal4,0
",",",",s
that,that,s
I,i,s
do,do,
;,;,s
and,and,s
have,have,s
done,done,s
any,any,s
time,time,s,topic_0,0,freq1,0,ig5,0,sal1,0
these,these,s
three,three,n
hundred,hundred,s,topic_41,0,freq2,0,ig5,0,sal2,0
years,years,,topic_6,0,freq1,0,ig5,0,sal1,0
.,.,n
All,all,s
his,his,s
successors,successors,s,topic_15,0,freq5,0,ig5,0,sal5,0
gone,gone,s
before,before,s
him,him,s
hath,hath,s,topic_42,0,freq1,0,ig5,0,sal4,0
done't,done't,,topic_44,0,freq4,0,ig1,0,sal3,0
;,;,s
and,and,n
all,all,s
his,his,s
ancestors,ancestors,s,topic_46,0,freq5,0,ig5,0,sal5,0
that,that,s
come,come,s
after,after,s
him,him,s
may,may,
:,:,s
they,they,s
may,may,n
give,give,s,topic_34,0,freq1,0,ig5,0,sal2,0
the,the,s
dozen,dozen,s,topic_42,0,freq4,0,ig5,0,sal5,0
white,white,s,topic_42,0,freq2,0,ig5,0,sal4,0
luces,luces,s,topic_20,0,freq5,0,ig4,0,sal5,0
in,in,s
their,their,s
coat,coat,,topic_42,0,freq3,0,ig5,0,sal2,0
.,.,n
It,it,s
is,is,s
an,an,s
old,old,s
coat,coat,,topic_42,0,freq3,0,ig5,0,sal2,0
.,.,n
The,the,s
dozen,dozen,s,topic_42,0,freq4,0,ig5,0,sal5,0
white,white,s,topic_39,0,freq2,0,ig5,0,sal1,0
louses,louses,s,topic_41,0,freq5,0,ig4,0,sal5,0
do,do,s
become,become,s
an,an,s
old,old,s
coat,coat,s,topic_42,0,freq3,0,ig5,0,sal2,0
well,well,
;,;,n
it,it,s
agrees,agrees,s,topic_6,0,freq5,0,ig5,0,sal5,0
well,well,
",",",",s
passant,passant,,topic_41,0,freq5,0,ig4,0,sal5,0
;,;,s
it,it,s
is,is,s
a,a,s
familiar,familiar,s,topic_15,0,freq2,0,ig5,0,sal3,0
beast,beast,s,topic_28,0,freq3,0,ig5,0,sal4,0
to,to,n
man,man,
",",",",s
and,and,s
signifies,signifies,s,topic_42,0,freq5,0,ig5,0,sal5,0
love,love,,topic_18,0,freq1,0,ig5,0,sal4,0
.,.,n
The,the,s
luce,luce,s
is,is,s
the,the,s
fresh,fresh,s,topic_39,0,freq3,0,ig5,0,sal3,0
fish,fish,,topic_44,0,freq4,0,ig5,0,sal5,0
;,;,s
the,the,s
salt,salt,s,topic_42,0,freq3,0,ig5,0,sal5,0
fish,fish,s,topic_30,0,freq2,0,ig5,0,sal2,0
is,is,s
an,an,s
old,old,s
coat,coat,,topic_42,0,freq3,0,ig5,0,sal2,0
.,.,n
I,i,s
may,may,s
quarter,quarter,,topic_42,0,freq4,0,ig5,0,sal4,0
",",",",s
coz,coz,,topic_2,0,freq3,0,ig5,0,sal2,0
.,.,n
You,you,s
may,may,
",",",",s
by,by,s
marrying,marrying,,topic_42,0,freq4,0,ig5,0,sal4,0
.,.,n
It,it,s
is,is,s
marring,marring,s,topic_2,0,freq5,0,ig1,0,sal4,0
indeed,indeed,
",",",",s
if,if,s
he,he,s
quarter,quarter,s,topic_42,0,freq4,0,ig5,0,sal4,0
it,it,
.,.,n
Not,not,s
a,a,s
whit,whit,,topic_46,0,freq4,0,ig1,0,sal3,0
.,.,n
Yes,yes,
",",",",s
py'r,py'r,s,topic_18,0,freq5,0,ig3,0,sal5,0
lady,lady,
;,;,s
if,if,s
he,he,s
has,has,s
a,a,s
quarter,quarter,s,topic_42,0,freq4,0,ig5,0,sal4,0
of,of,s
your,your,s
coat,coat,,topic_42,0,freq3,0,ig5,0,sal2,0
",",",",n
there,there,s
is,is,s
but,but,s
three,three,s
skirts,skirts,s,topic_18,0,freq5,0,ig1,0,sal4,0
for,for,s
yourself,yourself,
",",",",s
in,in,s
my,my,n
simple,simple,s
conjectures,conjectures,,topic_49,0,freq5,0,ig1,0,sal4,0
:,:,s
but,but,s
that,that,s
is,is,s
all,all,s
one,one,
.,.,s
If,if,s
Sir,sir,n
John,john,s
Falstaff,falstaff,s
have,have,s
committed,committed,s,topic_46,0,freq3,0,ig4,0,sal2,0
