Now,now,
",",",",s
say,say,
",",",",s
Chatillon,chatillon,,topic_38,0,freq5,0,ig4,0,sal4,0
",",",",s
what,what,s
would,would,s
France,france,s
with,with,s
us,us,
?,?,n
Thus,thus,
",",",",s
after,after,s
greeting,greeting,,topic_3,0,freq4,0,ig5,0,sal3,0
",",",",s
speaks,speaks,s,topic_34,0,freq3,0,ig5,0,sal1,0
the,the,s
King,king,s
of,of,s
France,france,n
In,in,s
my,my,s
behavior,behavior,s,topic_48,0,freq4,0,ig5,0,sal4,0
to,to,s
the,the,s
majesty,majesty,,topic_8,0,freq1,0,ig4,0,sal1,0
",",",",n
The,the,s
borrow'd,borrow'd,s,topic_3,0,freq4,0,ig5,0,sal4,0
majesty,majesty,,topic_8,0,freq1,0,ig4,0,sal1,0
",",",",s
of,of,s
England,england,s
here,here,
.,.,n
A,a,s
strange,strange,s,topic_3,0,freq2,0,ig5,0,sal1,0
beginning,beginning,,topic_35,0,freq4,0,ig4,0,sal3,0
:,:,s
',',
borrow'd,borrow'd,s,topic_8,0,freq5,0,ig5,0,sal5,0
majesty,majesty,,topic_8,0,freq1,0,ig4,0,sal1,0
!,!,
',',n
Silence,silence,
",",",",s
good,good,s,topic_24,0,freq2,0,ig5,0,sal5,0
mother,mother,
;,;,s
hear,hear,s,topic_41,0,freq1,0,ig5,0,sal4,0
the,the,s
embassy,embassy,,topic_8,0,freq4,0,ig4,0,sal3,0
.,.,n
Philip,philip,s
of,of,s
France,france,
",",",",s
in,in,s
right,right,s
and,and,s
true,true,s,topic_46,0,freq1,0,ig5,0,sal2,0
behalf,behalf,n,topic_45,0,freq3,0,ig5,0,sal2,0
Of,of,s
thy,thy,s
deceased,deceased,s,topic_12,0,freq4,0,ig4,0,sal3,0
brother,brother,s
Geffrey's,geffrey's,s,topic_38,0,freq5,0,ig5,0,sal5,0
son,son,
",",",",n
Arthur,arthur,s
Plantagenet,plantagenet,
",",",",s
lays,lays,s,topic_20,0,freq3,0,ig1,0,sal2,0
most,most,s
lawful,lawful,s,topic_19,0,freq2,0,ig5,0,sal3,0
claim,claim,n,topic_8,0,freq3,0,ig5,0,sal3,0
To,to,s
this,this,s
fair,fair,s,topic_43,0,freq1,0,ig5,0,sal1,0
island,island,s,topic_10,0,freq3,0,ig1,0,sal2,0
and,and,s
the,the,s
territories,territories,,topic_8,0,freq5,0,ig5,0,sal5,0
",",",",n
To,to,s
Ireland,ireland,,topic_8,0,freq3,0,ig1,0,sal2,0
",",",",s
Poictiers,poictiers,,topic_38,0,freq5,0,ig1,0,sal4,0
",",",",s
Anjou,anjou,
",",",",s
Touraine,touraine,,topic_38,0,freq5,0,ig5,0,sal5,0
",",",",s
Maine,maine,,topic_43,0,freq5,0,ig5,0,sal5,0
",",",",n
Desiring,desiring,s,topic_8,0,freq5,0,ig5,0,sal5,0
thee,thee,s
to,to,s
lay,lay,s,topic_46,0,freq2,0,ig5,0,sal2,0
aside,aside,s
the,the,s
sword,sword,n,topic_33,0,freq1,0,ig5,0,sal1,0
Which,which,s
sways,sways,s,topic_20,0,freq4,0,ig1,0,sal3,0
usurpingly,usurpingly,s,topic_42,0,freq5,0,ig3,0,sal5,0
these,these,s
several,several,s
titles,titles,,topic_8,0,freq4,0,ig5,0,sal3,0
",",",",n
And,and,s
put,put,s,topic_41,0,freq1,0,ig5,0,sal2,0
these,these,s
same,same,s
into,into,s
young,young,s,topic_38,0,freq3,0,ig5,0,sal5,0
Arthur's,arthur's,s,topic_38,0,freq4,0,ig1,0,sal2,0
hand,hand,,topic_41,0,freq1,0,ig5,0,sal4,0
",",",",n
Thy,thy,s
nephew,nephew,s,topic_29,0,freq4,0,ig5,0,sal4,0
and,and,s
right,right,s
royal,royal,s,topic_49,0,freq3,0,ig5,0,sal5,0
sovereign,sovereign,,topic_8,0,freq1,0,ig5,0,sal2,0
.,.,n
What,what,s
follows,follows,s
if,if,s
we,we,s
disallow,disallow,s,topic_32,0,freq5,0,ig3,0,sal5,0
of,of,s
this,this,
?,?,n
The,the,s
proud,proud,s,topic_17,0,freq3,0,ig5,0,sal5,0
control,control,s,topic_10,0,freq4,0,ig5,0,sal3,0
of,of,s
fierce,fierce,s,topic_38,0,freq3,0,ig4,0,sal2,0
and,and,s
bloody,bloody,s,topic_38,0,freq1,0,ig5,0,sal2,0
war,war,,topic_38,0,freq1,0,ig5,0,sal2,0
",",",",n
To,to,s
enforce,enforce,s,topic_17,0,freq4,0,ig5,0,sal5,0
these,these,s
rights,rights,s,topic_24,0,freq3,0,ig1,0,sal2,0
so,so,s
forcibly,forcibly,s,topic_8,0,freq5,0,ig5,0,sal5,0
withheld,withheld,,topic_8,0,freq5,0,ig1,0,sal4,0
.,.,n
Here,here,s
have,have,s
we,we,s
war,war,s,topic_38,0,freq1,0,ig5,0,sal2,0
for,for,s
war,war,s,topic_38,0,freq1,0,ig5,0,sal2,0
and,and,s
blood,blood,s,topic_8,0,freq1,0,ig5,0,sal4,0
for,for,s
blood,blood,,topic_38,0,freq1,0,ig5,0,sal1,0
",",",",n
Controlment,controlment,s,topic_41,0,freq5,0,ig1,0,sal4,0
for,for,s
controlment,controlment,,topic_41,0,freq5,0,ig1,0,sal4,0
:,:,s
so,so,s
answer,answer,s,topic_41,0,freq1,0,ig5,0,sal1,0
France,france,
.,.,n
Then,then,s
take,take,s
my,my,s
king's,king's,s,topic_40,0,freq3,0,ig5,0,sal5,0
defiance,defiance,s,topic_33,0,freq4,0,ig4,0,sal4,0
from,from,s
my,my,s
mouth,mouth,,topic_41,0,freq2,0,ig5,0,sal2,0
",",",",n
The,the,s
farthest,farthest,s,topic_43,0,freq4,0,ig1,0,sal3,0
limit,limit,s,topic_31,0,freq4,0,ig5,0,sal4,0
of,of,s
my,my,s
embassy,embassy,,topic_8,0,freq4,0,ig4,0,sal3,0
.,.,n
Bear,bear,s,topic_12,0,freq1,0,ig5,0,sal1,0
mine,mine,s,topic_7,0,freq1,0,ig5,0,sal3,0
to,to,s
him,him,
",",",",s
and,and,s
so,so,s
depart,depart,s,topic_41,0,freq4,0,ig5,0,sal5,0
in,in,s
peace,peace,,topic_38,0,freq1,0,ig5,0,sal1,0
:,:,n
Be,be,s
thou,thou,s
as,as,s
lightning,lightning,s,topic_9,0,freq4,0,ig1,0,sal3,0
in,in,s
the,the,s
eyes,eyes,s,topic_39,0,freq1,0,ig5,0,sal1,0
of,of,s
France,france,
;,;,n
For,for,s
ere,ere,s,topic_0,0,freq1,0,ig5,0,sal2,0
thou,thou,s
canst,canst,s,topic_28,0,freq3,0,ig5,0,sal3,0
report,report,s,topic_3,0,freq3,0,ig5,0,sal3,0
I,i,s
will,will,s
be,be,s
there,there,
",",",",n
The,the,s
thunder,thunder,s,topic_12,0,freq3,0,ig5,0,sal3,0
of,of,s
my,my,s
cannon,cannon,s,topic_36,0,freq4,0,ig1,0,sal3,0
shall,shall,s
be,be,s
heard,heard,,topic_3,0,freq1,0,ig5,0,sal2,0
:,:,n
So,so,s
hence,hence,
!,!,s
Be,be,s
thou,thou,s
the,the,s
trumpet,trumpet,s,topic_38,0,freq3,0,ig5,0,sal4,0
of,of,s
our,our,s
wrath,wrath,n,topic_38,0,freq3,0,ig5,0,sal2,0
And,and,s
sullen,sullen,s,topic_9,0,freq5,0,ig5,0,sal5,0
presage,presage,s,topic_19,0,freq5,0,ig5,0,sal5,0
of,of,s
your,your,s
own,own,s
decay,decay,,topic_47,0,freq5,0,ig5,0,sal5,0
.,.,n
An,an,s
honourable,honourable,s,topic_20,0,freq2,0,ig5,0,sal3,0
conduct,conduct,s,topic_47,0,freq4,0,ig5,0,sal4,0
let,let,s
him,him,s
have,have,
:,:,n
Pembroke,pembroke,
",",",",s
look,look,s
to,to,s
',',
t,t,
.,.,s
Farewell,farewell,,topic_0,0,freq2,0,ig5,0,sal3,0
",",",",s
Chatillon,chatillon,,topic_38,0,freq5,0,ig4,0,sal4,0
.,.,n
What,what,s
now,now,
",",",",s
my,my,s
son,son,
!,!,s
have,have,s
I,i,s
not,not,s
ever,ever,s
said,said,n
How,how,s
that,that,s
ambitious,ambitious,s,topic_17,0,freq3,0,ig5,0,sal3,0
Constance,constance,s
would,would,s
not,not,s
cease,cease,n,topic_3,0,freq4,0,ig5,0,sal5,0
Till,till,s,topic_29,0,freq1,0,ig5,0,sal5,0
she,she,s
had,had,s
kindled,kindled,s,topic_38,0,freq5,0,ig1,0,sal4,0
France,france,s
and,and,s
all,all,s
the,the,s
world,world,,topic_0,0,freq1,0,ig5,0,sal3,0
",",",",n
Upon,upon,s
the,the,s
right,right,s
and,and,s
party,party,s,topic_17,0,freq3,0,ig5,0,sal3,0
of,of,s
her,her,s
son,son,
?,?,n
This,this,s
might,might,s
have,have,s
been,been,s
prevented,prevented,s,topic_41,0,freq4,0,ig5,0,sal4,0
and,and,s
made,made,s,topic_3,0,freq1,0,ig5,0,sal2,0
whole,whole,n
With,with,s
very,very,s
easy,easy,s,topic_3,0,freq2,0,ig1,0,sal1,0
arguments,arguments,s,topic_7,0,freq4,0,ig1,0,sal4,0
of,of,s
love,love,,topic_5,0,freq1,0,ig5,0,sal1,0
",",",",n
Which,which,s
now,now,s
the,the,s
manage,manage,s,topic_41,0,freq4,0,ig5,0,sal5,0
of,of,s
two,two,s
kingdoms,kingdoms,s,topic_8,0,freq3,0,ig1,0,sal2,0
must,must,n
With,with,s
fearful,fearful,s,topic_47,0,freq3,0,ig5,0,sal3,0
bloody,bloody,s,topic_38,0,freq1,0,ig5,0,sal2,0
issue,issue,s,topic_38,0,freq4,0,ig5,0,sal5,0
arbitrate,arbitrate,,topic_43,0,freq5,0,ig1,0,sal4,0
.,.,n
Our,our,s
strong,strong,s,topic_31,0,freq2,0,ig5,0,sal3,0
possession,possession,s,topic_8,0,freq3,0,ig5,0,sal3,0
and,and,s
our,our,s
right,right,s
for,for,s
us,us,
.,.,n
Your,your,s
strong,strong,s,topic_34,0,freq3,0,ig5,0,sal3,0
possession,possession,s,topic_8,0,freq3,0,ig5,0,sal3,0
much,much,s
more,more,s
than,than,s
your,your,s
right,right,
",",",",n
Or,or,s
else,else,s
it,it,s
must,must,s
go,go,s
wrong,wrong,s,topic_27,0,freq2,0,ig5,0,sal1,0
with,with,s
you,you,s
and,and,s
me,me,
:,:,n
So,so,s
much,much,s
my,my,s
conscience,conscience,s,topic_49,0,freq2,0,ig5,0,sal2,0
whispers,whispers,s,topic_43,0,freq5,0,ig5,0,sal5,0
in,in,s
your,your,s
ear,ear,,topic_32,0,freq2,0,ig5,0,sal3,0
",",",",n
Which,which,s
none,none,s
but,but,s
heaven,heaven,s,topic_8,0,freq2,0,ig5,0,sal5,0
and,and,s
you,you,s
and,and,s
I,i,s
shall,shall,s
hear,hear,,topic_41,0,freq1,0,ig5,0,sal4,0
.,.,n
My,my,s
